Address,Rooms,Floor,Square,Price,Day,Month,Year
קרן היסוד 38,4.0,5,97.0,1240000.0,6,9,2015
ארן זלמן 12,5.0,7,139.0,1610000.0,6,9,2015
הרב שאולי 25,3.0,4,61.0,945000.0,2,9,2015
דקר 11,4.0,1,94.0,2200000.0,2,9,2015
החובלים 2,4.0,6,98.0,1250000.0,1,9,2015
ארן זלמן 12,5.0,4,99.0,1420000.0,1,9,2015
קרן היסוד 24,4.0,8,78.0,1100000.0,30,8,2015
בן אליעזר אריה 18,4.0,6,112.0,1060000.0,27,8,2015
עופר אברהם 13,4.0,3,82.0,1175000.0,25,8,2015
הרב שאולי 35,3.0,8,60.0,950000.0,23,8,2015
עופר אברהם 5,5.0,7,105.0,1230000.0,20,8,2015
קרן היסוד 38,4.0,5,98.0,1330000.0,18,8,2015
רוגוזין 59,4.0,7,96.0,1473000.0,12,8,2015
קרן היסוד 17,3.0,4,70.0,900000.0,9,8,2015
ארן זלמן 5,4.0,7,85.0,1080000.0,9,8,2015
קרן היסוד 32,3.0,4,61.0,1340000.0,5,8,2015
החובלים 5,4.0,4,95.0,1320000.0,4,8,2015
הגלים 12,5.0,0,137.0,2400000.0,4,8,2015
הגלים 10,4.0,1,122.0,2030000.0,2,8,2015
קרן היסוד 7,3.0,3,64.0,885000.0,29,7,2015
רוגוזין 21,4.0,6,108.0,1430000.0,29,7,2015
הרב שאולי 41,4.0,6,84.0,1125000.0,28,7,2015
החובלים 2,4.0,3,97.0,1280000.0,27,7,2015
קרן היסוד 27,4.0,2,80.0,800000.0,27,7,2015
החובלים 2,4.0,3,97.0,1280000.0,26,7,2015
ארן זלמן 1,4.0,8,85.0,1130000.0,16,7,2015
עופר אברהם 1,3.5,4,78.0,1040000.0,16,7,2015
הדולפין 6,5.0,1,134.0,1848000.0,15,7,2015
החובלים 8,5.0,4,111.0,1400000.0,12,7,2015
ארן זלמן 4,4.0,2,75.0,1180000.0,12,7,2015
קרן היסוד 20,4.0,6,97.0,1300000.0,6,7,2015
בן אליעזר אריה 21,4.0,4,76.0,1100000.0,1,7,2015
החובלים 4,4.0,6,98.0,1300000.0,29,6,2015
החובלים 5,4.0,6,95.0,1300000.0,29,6,2015
בן אליעזר אריה 18,4.0,5,100.0,1045000.0,23,6,2015
המפרש 11,4.0,2,115.0,1744000.0,23,6,2015
רוגוזין 59,4.0,5,94.0,1200000.0,22,6,2015
קרן היסוד 41,4.0,4,80.0,490000.0,19,6,2015
קרן היסוד 21,3.0,2,59.0,740000.0,17,6,2015
קרן היסוד 26,4.0,5,97.0,1300000.0,17,6,2015
קרן היסוד 18,3.0,8,87.0,1310000.0,17,6,2015
בן אליעזר אריה 7,4.0,5,97.0,1000000.0,16,6,2015
בן אליעזר אריה 14,4.0,6,109.0,900000.0,14,6,2015
בן אליעזר אריה 14,3.0,2,72.0,1080000.0,8,6,2015
השייטים 6,5.0,1,103.0,1520000.0,8,6,2015
הצוללים 4,4.0,1,95.0,1200000.0,29,5,2015
החובלים 2,4.0,5,97.0,1266000.0,28,5,2015
קרן היסוד 36,3.5,1,77.0,1100000.0,21,5,2015
האלמוגים 8,4.0,2,99.0,1810000.0,20,5,2015
קרן היסוד 39,4.0,4,80.0,980000.0,20,5,2015
שפירא משה חיים 17,4.0,4,77.0,1140000.0,20,5,2015
רוגוזין 72,4.0,6,90.0,1100000.0,19,5,2015
שפירא משה חיים 3,4.0,1,80.0,1100000.0,18,5,2015
הצוללים 8,3.0,6,78.0,1185000.0,17,5,2015
בן אליעזר אריה 29,4.0,1,88.0,1070000.0,13,5,2015
בן אליעזר אריה 19,4.0,3,77.0,1090000.0,6,5,2015
האלמוגים 4,4.0,6,106.0,1200000.0,5,5,2015
רוגוזין 48,4.0,7,110.0,1050000.0,4,5,2015
הרב שאולי 39,3.0,4,60.0,1085000.0,1,5,2015
רוגוזין 31,4.0,7,92.0,1550000.0,30,4,2015
ארן זלמן 10,4.0,3,99.0,1210000.0,29,4,2015
קרן היסוד 18,5.0,2,116.0,1460000.0,29,4,2015
קרן היסוד 26,4.0,6,91.0,1250000.0,27,4,2015
החובלים 4,3.5,4,104.0,1120000.0,26,4,2015
בן אליעזר אריה 29,4.0,4,107.0,1065000.0,21,4,2015
בן אליעזר אריה 7,4.0,3,100.0,1000000.0,15,4,2015
קרן היסוד 20,4.0,6,98.0,950000.0,15,4,2015
רוגוזין 54,4.0,1,94.0,1060000.0,14,4,2015
המפרש 6,5.0,5,132.0,1600000.0,5,4,2015
קרן היסוד 36,4.0,2,78.0,1115000.0,2,4,2015
קרן היסוד 20,4.0,5,97.0,1250000.0,2,4,2015
הצוללים 6,4.0,6,111.0,1565000.0,2,4,2015
קרן היסוד 20,4.0,5,100.0,1150000.0,30,3,2015
בן אליעזר אריה 13,4.0,3,103.0,1180000.0,30,3,2015
קרן היסוד 20,4.0,6,97.0,1250000.0,30,3,2015
בן אליעזר אריה 27,4.0,3,78.0,1210000.0,25,3,2015
הרב שאולי 37,3.0,6,61.0,1015000.0,9,3,2015
שפירא משה חיים 1,4.0,4,80.0,1000000.0,8,3,2015
קרן היסוד 26,4.0,7,100.0,1050000.0,3,3,2015
בן אליעזר אריה 6,4.0,2,101.0,1350000.0,2,3,2015
בן אליעזר אריה 10,4.0,2,78.0,1065000.0,1,3,2015
קרן היסוד 41,4.0,3,80.0,980000.0,1,3,2015
קרן היסוד 19,3.0,1,70.0,920000.0,26,2,2015
הרב שאולי 39,3.0,3,60.0,1000000.0,23,2,2015
רוגוזין 54,3.0,6,78.0,1060000.0,19,2,2015
האלמוגים 2,4.0,7,106.0,1300000.0,16,2,2015
רוגוזין 33,4.0,5,98.0,1200000.0,16,2,2015
רוגוזין 54,3.0,5,78.0,1000000.0,15,2,2015
קרן היסוד 32,3.0,4,61.0,975000.0,11,2,2015
הרב שאולי 37,3.0,4,60.0,1055000.0,10,2,2015
ארן זלמן 7,3.0,1,61.0,915000.0,2,2,2015
קרן היסוד 43,3.0,1,70.0,700000.0,2,2,2015
השייטים 4,4.0,1,87.0,1425000.0,1,2,2015
רוגוזין 66,3.0,4,90.0,1100000.0,1,2,2015
רוגוזין 56,4.0,3,94.0,1215000.0,29,1,2015
רוגוזין 68,4.0,3,93.0,1255000.0,21,1,2015
רוגוזין 41,5.0,6,123.0,1392000.0,18,1,2015
רוגוזין 66,3.5,5,91.0,1200000.0,15,1,2015
רוגוזין 64,4.0,6,91.0,1150000.0,13,1,2015
המפרש 11,4.5,2,115.0,2100000.0,11,1,2015
הגלים 5,4.0,6,100.0,1060000.0,2,1,2015
רוגוזין 48,4.0,6,110.0,1093000.0,2,1,2015
שפירא משה חיים 17,5.0,1,103.0,1250000.0,1,1,2015
בן אליעזר אריה 2,4.0,4,100.0,1180000.0,29,12,2014
קרן היסוד 20,3.0,7,75.0,811000.0,28,12,2014
הצוללים 6,4.0,8,113.0,1470000.0,25,12,2014
הרב שאולי 33,4.0,1,81.0,1150000.0,24,12,2014
רוגוזין 52,3.0,3,78.0,1180000.0,24,12,2014
קרן היסוד 26,3.0,5,91.0,1070000.0,23,12,2014
קרן היסוד 26,4.0,5,100.0,1200000.0,23,12,2014
קרן היסוד 7,3.0,1,64.0,820000.0,21,12,2014
קרן היסוד 36,4.0,2,77.0,1150000.0,17,12,2014
קרן היסוד 26,4.0,5,93.0,1240000.0,16,12,2014
קרן היסוד 20,4.0,5,115.0,1100000.0,15,12,2014
קרן היסוד 26,4.0,4,94.0,1050000.0,14,12,2014
האלמוגים 12,4.0,1,108.0,1980000.0,11,12,2014
החובלים 5,4.0,5,108.0,1200000.0,10,12,2014
הגולשים 8,4.0,4,100.0,1750000.0,7,12,2014
ארן זלמן 5,4.0,1,85.0,1035000.0,5,12,2014
קרן היסוד 23,3.0,4,70.0,810000.0,1,12,2014
רוגוזין 60,4.0,6,94.0,1200000.0,1,12,2014
קרן היסוד 26,3.0,1,61.0,1250000.0,1,12,2014
רוגוזין 41,5.0,3,122.0,1190000.0,30,11,2014
ארן זלמן 5,4.0,2,85.0,1042000.0,29,11,2014
עופר אברהם 15,4.0,5,90.0,1140000.0,27,11,2014
השייטים 4,3.0,2,68.0,950000.0,24,11,2014
שפירא משה חיים 2,3.0,2,61.0,481000.0,23,11,2014
בן אליעזר אריה 13,4.0,7,103.0,1040000.0,18,11,2014
ארן זלמן 5,4.0,3,85.0,1035000.0,13,11,2014
החובלים 8,5.0,9,116.0,1100000.0,12,11,2014
הרב שאולי 19,3.0,4,61.0,735000.0,11,11,2014
רוגוזין 21,4.0,2,108.0,1260000.0,6,11,2014
רוגוזין 68,3.0,6,76.0,900000.0,5,11,2014
רוגוזין 21,4.0,10,108.0,1040000.0,3,11,2014
רוגוזין 54,4.0,3,94.0,1200000.0,29,10,2014
בן אליעזר אריה 23,4.0,5,84.0,1000000.0,27,10,2014
קרן היסוד 24,4.0,2,78.0,1000000.0,27,10,2014
קרן היסוד 20,4.0,5,99.0,1160000.0,26,10,2014
הרב שאולי 35,3.0,3,61.0,910000.0,22,10,2014
קרן היסוד 45,3.0,4,59.0,750000.0,20,10,2014
רוגוזין 64,3.0,6,74.0,900000.0,19,10,2014
קרן היסוד 11,3.0,4,64.0,790000.0,7,10,2014
קרן היסוד 9,3.0,1,64.0,800000.0,7,10,2014
שפירא משה חיים 5,4.0,5,80.0,1020000.0,7,10,2014
רוגוזין 53,4.0,6,105.0,1335000.0,6,10,2014
בן אליעזר אריה 23,4.0,4,84.0,990000.0,1,10,2014
ירושלים 9,5.0,3,129.0,1390000.0,30,9,2014
רוגוזין 31,5.0,1,115.0,1540000.0,30,9,2014
רוגוזין 59,4.0,7,94.0,1149000.0,23,9,2014
החובלים 8,4.0,6,94.0,1150000.0,23,9,2014
קרן היסוד 32,4.0,3,61.0,1165000.0,22,9,2014
בן אליעזר אריה 27,4.0,3,85.0,1040000.0,17,9,2014
רוגוזין 54,3.0,5,78.0,850000.0,16,9,2014
הרב שאולי 7,3.5,3,73.0,750000.0,15,9,2014
החובלים 5,5.0,6,100.0,1300000.0,15,9,2014
קרן היסוד 24,3.5,8,78.0,1060000.0,11,9,2014
קרן היסוד 26,4.0,7,106.0,1500000.0,3,9,2014
רוגוזין 56,3.0,4,78.0,985000.0,29,8,2014
הרב שאולי 27,3.0,4,61.0,810000.0,27,8,2014
בן אליעזר אריה 13,4.0,3,102.0,1120000.0,27,8,2014
קרן היסוד 32,4.0,1,61.0,975000.0,21,8,2014
קרן היסוד 26,4.0,7,100.0,1500000.0,21,8,2014
החובלים 5,5.0,3,120.0,1300000.0,19,8,2014
ארן זלמן 10,5.0,6,119.0,1770000.0,14,8,2014
שפירא משה חיים 7,5.0,4,97.0,1260000.0,14,8,2014
האלמוגים 14,4.0,1,94.0,1749000.0,7,8,2014
המפרש 2,5.0,5,120.0,1800000.0,6,8,2014
רוגוזין 27,4.0,3,110.0,1540000.0,28,7,2014
רוגוזין 31,5.0,9,115.0,1650000.0,27,7,2014
קרן היסוד 47,4.0,2,80.0,845000.0,27,7,2014
החובלים 5,4.0,7,100.0,1580000.0,24,7,2014
ירושלים 9,4.0,7,105.0,1220000.0,15,7,2014
הרב שאולי 15,4.0,1,81.0,345000.0,8,7,2014
רוגוזין 58,3.0,4,78.0,995000.0,25,6,2014
הרב שאולי 41,4.0,7,83.0,1140000.0,19,6,2014
רוגוזין 66,3.0,1,74.0,1000000.0,18,6,2014
שפירא משה חיים 19,3.0,9,68.0,962000.0,16,6,2014
הרב שאולי 27,3.0,4,61.0,387000.0,15,6,2014
קרן היסוד 25,4.0,2,80.0,750000.0,11,6,2014
ארן זלמן 9,4.0,4,61.0,960000.0,11,6,2014
ארן זלמן 9,4.0,4,61.0,1025000.0,1,6,2014
האלמוגים 4,4.0,8,106.0,1000000.0,1,6,2014
המפרש 6,5.0,1,132.0,1320000.0,1,6,2014
קרן היסוד 9,3.0,1,64.0,650000.0,30,5,2014
בן אליעזר אריה 19,4.0,3,77.0,970000.0,29,5,2014
רוגוזין 58,3.0,3,78.0,949000.0,27,5,2014
ארן זלמן 1,4.0,1,85.0,970000.0,27,5,2014
רוגוזין 60,3.0,4,78.0,980000.0,27,5,2014
שפירא משה חיים 17,4.0,7,78.0,1100000.0,23,5,2014
ארן זלמן 1,4.0,3,85.0,1040000.0,21,5,2014
עופר אברהם 15,4.0,7,92.0,1000000.0,19,5,2014
רוגוזין 57,4.0,5,96.0,1200000.0,18,5,2014
רוגוזין 41,5.0,3,109.0,1275000.0,16,5,2014
קרן היסוד 20,4.0,6,101.0,1175000.0,14,5,2014
רוגוזין 48,4.0,4,110.0,1130000.0,12,5,2014
החובלים 4,4.0,5,100.0,1200000.0,7,5,2014
רוגוזין 55,3.0,2,80.0,1150000.0,22,4,2014
בן אליעזר אריה 3,4.0,1,85.0,1140000.0,13,4,2014
החובלים 5,4.0,6,109.0,1200000.0,9,4,2014
הרב שאולי 39,3.0,5,61.0,940000.0,6,4,2014
רוגוזין 58,3.0,6,78.0,980000.0,6,4,2014
שפירא משה חיים 15,4.0,6,77.0,820000.0,3,4,2014
ירושלים 9,5.0,6,129.0,1323000.0,30,3,2014
בן אליעזר אריה 2,5.0,5,113.0,1180000.0,19,3,2014
קרן היסוד 32,4.0,5,98.0,1200000.0,13,3,2014
קרן היסוד 26,3.0,4,65.0,970000.0,12,3,2014
בן אליעזר אריה 22,4.0,6,78.0,982000.0,9,3,2014
קרן היסוד 26,3.0,4,61.0,965000.0,24,2,2014
רוגוזין 31,5.0,4,115.0,1650000.0,23,2,2014
שפירא משה חיים 19,5.0,1,103.0,1160000.0,19,2,2014
ארן זלמן 12,4.0,5,84.0,1065000.0,19,2,2014
החובלים 4,4.0,7,104.0,1444000.0,19,2,2014
קרן היסוד 3,3.0,1,64.0,850000.0,17,2,2014
עופר אברהם 7,4.0,3,84.0,1100000.0,16,2,2014
רוגוזין 52,3.0,1,78.0,880000.0,16,2,2014
קרן היסוד 20,4.0,5,105.0,1190000.0,16,2,2014
קרן היסוד 26,4.0,2,99.0,1280000.0,13,2,2014
בן אליעזר אריה 3,4.0,4,85.0,1000000.0,10,2,2014
הצוללים 4,4.0,2,95.0,950000.0,9,2,2014
הגלים 14,4.0,1,122.0,1725000.0,9,2,2014
הגלים 10,5.0,1,122.0,2100000.0,6,2,2014
שפירא משה חיים 11,5.0,6,115.0,1220000.0,4,2,2014
החובלים 4,4.0,7,113.0,1500000.0,30,1,2014
רוגוזין 59,4.0,6,94.0,1000000.0,23,1,2014
עופר אברהם 13,5.0,3,85.0,1097000.0,23,1,2014
קרן היסוד 26,4.0,6,100.0,1130000.0,20,1,2014
קרן היסוד 29,3.0,2,59.0,750000.0,16,1,2014
קרן היסוד 32,4.0,4,67.0,1150000.0,13,1,2014
קרן היסוד 26,4.0,5,100.0,1125000.0,9,1,2014
הרב שאולי 35,3.0,1,61.0,890000.0,5,1,2014
קרן היסוד 20,4.0,6,107.0,1100000.0,2,1,2014
קרן היסוד 26,4.0,1,100.0,1215000.0,31,12,2013
הרב שאולי 35,3.0,2,60.0,930000.0,29,12,2013
רוגוזין 21,4.0,8,117.0,1000000.0,29,12,2013
קרן היסוד 32,3.0,4,61.0,700000.0,23,12,2013
רוגוזין 61,4.0,2,98.0,1200000.0,18,12,2013
שפירא משה חיים 19,5.0,6,103.0,1200000.0,18,12,2013
הרב שאולי 41,4.0,8,84.0,1090000.0,11,12,2013
שפירא משה חיים 23,3.0,2,68.0,900000.0,8,12,2013
דקר 10,4.0,2,99.0,1800000.0,6,12,2013
בן אליעזר אריה 14,4.0,6,112.0,900000.0,1,12,2013
רוגוזין 21,4.0,5,108.0,1000000.0,1,12,2013
שפירא משה חיים 11,5.0,1,115.0,1235000.0,29,11,2013
ארן זלמן 4,5.0,6,99.0,1050000.0,25,11,2013
רוגוזין 74,3.0,7,83.0,1000000.0,24,11,2013
קרן היסוד 32,4.0,3,96.0,1164000.0,19,11,2013
ארן זלמן 1,4.0,2,85.0,1050000.0,19,11,2013
קרן היסוד 20,4.0,5,101.0,1140000.0,19,11,2013
רוגוזין 56,3.0,1,78.0,925000.0,18,11,2013
בן אליעזר אריה 14,4.0,5,109.0,1080000.0,17,11,2013
עופר אברהם 17,5.0,4,98.0,1272000.0,14,11,2013
קרן היסוד 26,4.0,5,99.0,1125000.0,7,11,2013
רוגוזין 66,4.0,3,91.0,1080000.0,5,11,2013
קרן היסוד 5,4.0,2,80.0,820000.0,3,11,2013
בן אליעזר אריה 15,4.0,3,76.0,850000.0,25,10,2013
רוגוזין 59,4.0,4,94.0,1250000.0,24,10,2013
החובלים 5,4.0,4,103.0,1150000.0,17,10,2013
קרן היסוד 18,5.0,1,115.0,1430000.0,15,10,2013
בן אליעזר אריה 27,4.0,7,85.0,925000.0,11,10,2013
קרן היסוד 26,4.0,1,100.0,1125000.0,10,10,2013
ירושלים 9,4.0,3,105.0,1287000.0,9,10,2013
החובלים 5,4.0,6,110.0,1200000.0,7,10,2013
בן אליעזר אריה 16,3.0,7,67.0,882000.0,30,9,2013
עופר אברהם 5,4.0,6,88.0,970000.0,24,9,2013
הרב שאולי 37,3.0,4,61.0,1055000.0,23,9,2013
החובלים 5,5.0,5,138.0,1420000.0,22,9,2013
האלמוגים 4,4.0,2,112.0,1250000.0,18,9,2013
האלמוגים 2,4.0,7,112.0,1170000.0,16,9,2013
השייטים 2,3.0,1,75.0,1080000.0,15,9,2013
קרן היסוד 20,4.0,1,103.0,1160000.0,11,9,2013
קרן היסוד 41,4.0,1,80.0,860000.0,11,9,2013
קרן היסוד 20,4.0,5,106.0,1100000.0,11,9,2013
עופר אברהם 17,4.0,4,84.0,1045000.0,3,9,2013
קרן היסוד 37,3.0,1,59.0,606000.0,1,9,2013
קרן היסוד 26,4.0,6,100.0,1140000.0,1,9,2013
קרן היסוד 26,4.0,6,100.0,1140000.0,29,8,2013
הרב שאולי 15,4.0,3,73.0,750000.0,25,8,2013
האלמוגים 4,2.0,9,54.0,1045000.0,22,8,2013
רוגוזין 70,3.0,2,69.0,969000.0,21,8,2013
קרן היסוד 37,3.0,2,59.0,780000.0,19,8,2013
קרן היסוד 18,4.0,3,104.0,1275000.0,19,8,2013
רוגוזין 51,3.0,2,80.0,970000.0,14,8,2013
קרן היסוד 45,3.0,3,59.0,730000.0,12,8,2013
המפרש 7,4.0,6,100.0,1000000.0,6,8,2013
בן אליעזר אריה 23,4.0,4,85.0,1025000.0,31,7,2013
קרן היסוד 32,4.0,5,89.0,1070000.0,30,7,2013
קרן היסוד 8,3.5,8,76.0,1095000.0,28,7,2013
הרב שאולי 9,4.0,2,73.0,860000.0,25,7,2013
ארן זלמן 7,3.0,1,61.0,870000.0,25,7,2013
רוגוזין 68,5.0,8,146.0,1500000.0,21,7,2013
קרן היסוד 26,3.0,4,61.0,910000.0,21,7,2013
בן אליעזר אריה 17,4.0,5,77.0,950000.0,4,7,2013
קרן היסוד 7,3.5,4,64.0,718000.0,24,6,2013
רוגוזין 64,4.0,3,91.0,1100000.0,23,6,2013
שפירא משה חיים 23,4.0,2,91.0,1156000.0,18,6,2013
קרן היסוד 18,5.0,7,116.0,1380000.0,14,6,2013
בן אליעזר אריה 25,4.0,4,76.0,895000.0,9,6,2013
בן אליעזר אריה 27,4.0,4,79.0,970000.0,9,6,2013
בן אליעזר אריה 22,3.5,3,78.0,917000.0,5,6,2013
בן אליעזר אריה 6,4.0,2,89.0,1150000.0,5,6,2013
הרב שאולי 29,3.0,3,61.0,820000.0,5,6,2013
עופר אברהם 15,3.5,2,75.0,970000.0,3,6,2013
השייטים 4,4.0,2,87.0,1090000.0,27,5,2013
המפרש 2,5.0,4,150.0,2000000.0,27,5,2013
בן אליעזר אריה 23,4.0,6,85.0,1000000.0,26,5,2013
שפירא משה חיים 1,3.5,2,69.0,825000.0,22,5,2013
שפירא משה חיים 23,3.0,3,68.0,880000.0,20,5,2013
הצוללים 6,5.0,5,137.0,1750000.0,20,5,2013
קרן היסוד 21,3.0,2,59.0,713000.0,13,5,2013
קרן היסוד 32,4.0,6,100.0,995000.0,7,5,2013
ארן זלמן 7,3.0,3,61.0,800000.0,6,5,2013
קרן היסוד 9,3.0,2,64.0,170076.0,2,5,2013
קרן היסוד 18,4.0,8,106.0,1250000.0,2,5,2013
קרן היסוד 32,4.0,4,61.0,1000000.0,29,4,2013
קרן היסוד 38,3.0,4,72.0,865000.0,25,4,2013
המפרש 7,5.0,2,115.0,1920000.0,25,4,2013
עופר אברהם 7,4.0,2,92.0,1060000.0,23,4,2013
ארן זלמן 12,3.5,1,75.0,1085000.0,21,4,2013
בן אליעזר אריה 17,4.0,2,77.0,909000.0,17,4,2013
הצוללים 8,4.0,6,87.0,1155000.0,12,4,2013
קרן היסוד 5,3.0,3,64.0,720000.0,10,4,2013
ארן זלמן 10,4.0,2,99.0,1160000.0,10,4,2013
עופר אברהם 13,4.0,4,82.0,1045000.0,20,3,2013
החובלים 4,4.0,5,95.0,1130000.0,12,3,2013
בן אליעזר אריה 17,4.0,1,77.0,929000.0,6,3,2013
קרן היסוד 31,3.0,4,70.0,729000.0,3,3,2013
שפירא משה חיים 7,5.0,1,97.0,1270000.0,3,3,2013
קרן היסוד 49,5.0,8,150.0,1275000.0,3,3,2013
המפרש 2,5.0,5,111.0,2000000.0,27,2,2013
הדולפין 14,4.0,2,94.0,1199000.0,26,2,2013
השייטים 8,3.0,6,68.0,955000.0,21,2,2013
רוגוזין 60,4.0,3,94.0,970000.0,21,2,2013
החובלים 4,4.0,5,100.0,1120000.0,18,2,2013
הגולשים 8,4.0,6,97.0,1365000.0,17,2,2013
רוגוזין 37,4.0,4,81.0,800000.0,17,2,2013
עופר אברהם 15,4.0,2,87.0,1125000.0,12,2,2013
המפרש 2,5.0,1,158.0,2100000.0,12,2,2013
הרב שאולי 13,4.0,3,73.0,670000.0,11,2,2013
הצוללים 8,4.0,2,91.0,1015000.0,10,2,2013
החובלים 4,4.0,5,95.0,1122000.0,6,2,2013
שפירא משה חיים 9,5.0,7,129.0,1460000.0,3,2,2013
בן אליעזר אריה 16,4.0,5,78.0,940000.0,30,1,2013
שפירא משה חיים 15,4.0,1,78.0,1250000.0,29,1,2013
רוגוזין 31,5.5,9,92.0,2275000.0,28,1,2013
השייטים 8,2.0,0,54.0,690000.0,10,1,2013
בן אליעזר אריה 21,3.5,4,76.0,830000.0,10,1,2013
קרן היסוד 32,4.0,6,98.0,1062000.0,9,1,2013
החובלים 8,5.0,3,111.0,1080000.0,8,1,2013
קרן היסוד 49,5.0,7,130.0,1162000.0,20,12,2012
שפירא משה חיים 1,4.0,1,69.0,838000.0,19,12,2012
בן אליעזר אריה 27,4.0,1,84.0,996000.0,16,12,2012
עופר אברהם 7,3.0,4,92.0,855000.0,16,12,2012
רוגוזין 48,4.0,5,110.0,1030000.0,13,12,2012
שפירא משה חיים 2,3.0,3,61.0,715000.0,13,12,2012
החובלים 8,5.0,3,109.0,1195000.0,13,12,2012
קרן היסוד 32,4.0,6,97.0,1100000.0,12,12,2012
ארן זלמן 9,4.0,3,105.0,1060000.0,9,12,2012
ארן זלמן 1,4.0,3,85.0,870000.0,5,12,2012
קרן היסוד 24,4.0,1,77.0,995000.0,3,12,2012
השייטים 2,4.0,6,116.0,1259000.0,3,12,2012
קרן היסוד 32,4.0,1,61.0,1030000.0,29,11,2012
הצוללים 8,4.0,6,69.0,1150000.0,25,11,2012
בן אליעזר אריה 16,4.0,3,78.0,900000.0,25,11,2012
בן אליעזר אריה 14,3.0,2,72.0,880000.0,21,11,2012
החובלים 8,4.0,9,96.0,940000.0,20,11,2012
שפירא משה חיים 11,4.0,4,89.0,1065000.0,11,11,2012
ירושלים 3,3.5,3,88.0,1000000.0,8,11,2012
קרן היסוד 32,4.0,6,96.0,1080000.0,5,11,2012
קרן היסוד 32,4.0,3,98.0,1040000.0,4,11,2012
בן אליעזר אריה 18,3.0,4,72.0,780000.0,4,11,2012
קרן היסוד 32,4.0,3,98.0,1040000.0,3,11,2012
הצוללים 6,4.0,10,110.0,1370000.0,2,11,2012
בן אליעזר אריה 16,4.0,4,78.0,997000.0,31,10,2012
עופר אברהם 13,4.5,4,75.0,950000.0,30,10,2012
הרב שאולי 33,4.0,7,82.0,935000.0,24,10,2012
קרן היסוד 32,4.0,5,95.0,1100000.0,21,10,2012
קרן היסוד 32,4.0,3,95.0,1100000.0,20,10,2012
החובלים 4,4.0,6,100.0,1100000.0,14,10,2012
הרב שאולי 23,3.0,3,61.0,745000.0,27,9,2012
הרב שאולי 39,3.0,1,60.0,830000.0,24,9,2012
החובלים 4,4.0,3,100.0,1100000.0,24,9,2012
ארן זלמן 10,6.0,0,110.0,1700000.0,24,9,2012
החובלים 4,4.0,3,100.0,1100000.0,23,9,2012
שפירא משה חיים 7,5.0,2,99.0,1080000.0,20,9,2012
ארן זלמן 9,3.0,1,61.0,750000.0,20,9,2012
האלמוגים 17,4.0,1,118.0,1500000.0,11,9,2012
קרן היסוד 26,3.0,3,61.0,870000.0,10,9,2012
עופר אברהם 5,4.0,2,88.0,920000.0,6,9,2012
רוגוזין 31,5.0,1,115.0,1350000.0,5,9,2012
ארן זלמן 5,4.0,7,85.0,855000.0,31,8,2012
רוגוזין 72,3.0,3,63.0,780000.0,23,8,2012
השייטים 8,3.0,8,68.0,955000.0,9,8,2012
רוגוזין 57,4.0,1,94.0,1055000.0,30,7,2012
ארן זלמן 4,4.0,5,84.0,1010000.0,26,7,2012
ארן זלמן 5,4.0,5,85.0,795000.0,18,7,2012
שפירא משה חיים 4,3.0,3,61.0,650000.0,15,7,2012
שפירא משה חיים 15,4.0,5,78.0,910000.0,11,7,2012
קרן היסוד 49,5.0,2,130.0,1265000.0,11,7,2012
רוגוזין 41,5.0,2,110.0,1100000.0,10,7,2012
השייטים 2,4.0,8,98.0,1270000.0,26,6,2012
החובלים 8,4.0,4,95.0,1015000.0,14,6,2012
קרן היסוד 24,4.0,7,77.0,950000.0,13,6,2012
קרן היסוד 32,4.0,2,96.0,1250000.0,30,5,2012
בן אליעזר אריה 27,4.0,5,79.0,840000.0,23,5,2012
שפירא משה חיים 13,4.0,5,78.0,1041000.0,20,5,2012
קרן היסוד 45,3.0,1,59.0,680000.0,17,5,2012
הדולפין 14,4.0,2,94.0,1130000.0,16,5,2012
קרן היסוד 32,4.0,6,96.0,1200000.0,13,5,2012
ארן זלמן 3,4.0,7,85.0,800000.0,11,5,2012
שפירא משה חיים 23,3.0,4,68.0,820000.0,10,5,2012
בן אליעזר אריה 11,4.0,4,89.0,700000.0,8,5,2012
בן אליעזר אריה 25,4.0,4,88.0,820000.0,7,5,2012
השייטים 8,5.5,9,110.0,1250000.0,3,5,2012
השייטים 8,3.0,1,68.0,750000.0,1,5,2012
עופר אברהם 7,4.0,4,92.0,930000.0,25,4,2012
ארן זלמן 5,4.0,8,85.0,800000.0,23,4,2012
קרן היסוד 32,4.0,6,96.0,1200000.0,16,4,2012
הרב שאולי 35,3.0,6,61.0,806000.0,4,4,2012
רוגוזין 31,4.0,2,92.0,1110000.0,2,4,2012
שפירא משה חיים 4,3.0,1,61.0,708000.0,1,4,2012
הגולשים 8,3.5,5,77.0,1200000.0,26,3,2012
רוגוזין 27,5.0,10,149.0,1131000.0,22,3,2012
דקר 9,4.0,0,111.0,1700000.0,15,3,2012
האלמוגים 4,4.0,1,110.0,980000.0,13,3,2012
קרן היסוד 31,4.5,4,80.0,720000.0,5,3,2012
ארן זלמן 10,5.0,1,118.0,1280000.0,29,2,2012
ארן זלמן 3,4.5,3,85.0,920000.0,26,2,2012
הרב שאולי 41,4.0,7,84.0,930000.0,1,2,2012
הרב שאולי 39,3.0,2,61.0,840000.0,29,1,2012
שפירא משה חיים 5,4.0,3,80.0,588000.0,19,1,2012
