Address,Rooms,Floor,Square,Price,Day,Month,Year
אלבז נתן 4,2.5,3,45.0,725000.0,23,12,2014
יהודה המכבי 27,2.0,4,37.0,510000.0,18,12,2014
מיכשוילי 26,3.5,2,57.0,818000.0,17,12,2014
יהודה המכבי 15,4.0,1,67.0,980000.0,11,12,2014
יהודה המכבי 6,3.0,3,58.0,900000.0,10,12,2014
שפירא אברהם 25,3.0,4,58.0,895000.0,10,12,2014
גור דב 45,3.0,4,49.0,755000.0,8,12,2014
יהודה המכבי 35,2.0,3,37.0,700000.0,3,12,2014
שפירא אברהם 23,3.0,2,58.0,329000.0,30,11,2014
גור דב 35,2.0,2,37.0,730000.0,27,11,2014
מיכשוילי 12,3.0,7,62.0,388000.0,26,11,2014
מיכשוילי 16,4.0,6,78.0,890000.0,24,11,2014
חסן ובן גרה 6,3.0,4,49.0,625000.0,19,11,2014
ציזלינג 6,3.0,3,49.0,750000.0,14,11,2014
יהודה המכבי 21,2.0,3,37.0,218000.0,13,11,2014
שפירא אברהם 9,3.0,2,54.0,789000.0,13,11,2014
בן יוסף שלמה 21,3.0,4,65.0,920000.0,12,11,2014
שחם יואב 1,4.0,0,73.0,1400000.0,12,11,2014
גור דב 34,2.0,1,37.0,365000.0,10,11,2014
ציזלינג 1,2.0,4,38.0,620000.0,6,11,2014
ציזלינג 6,3.0,3,49.0,444000.0,6,11,2014
יהודה המכבי 12,4.0,3,76.0,1000000.0,5,11,2014
מיכשוילי 32,4.0,4,72.0,295000.0,4,11,2014
גור דב 34,2.0,4,37.0,194000.0,2,11,2014
מיכשוילי 22,4.0,2,76.0,459000.0,30,10,2014
מיכשוילי 12,3.0,8,64.0,800000.0,23,10,2014
חסן ובן גרה 6,2.0,1,40.0,720000.0,13,10,2014
אלבז נתן 15,2.0,3,44.0,660000.0,6,10,2014
מיכשוילי 10,4.0,3,68.0,825000.0,3,10,2014
אלבז נתן 8,2.5,4,45.0,600000.0,1,10,2014
מיכשוילי 1,4.0,4,71.0,870000.0,17,9,2014
יהודה המכבי 2,3.0,1,58.0,796000.0,17,9,2014
גור דב 37,3.0,1,49.0,795000.0,8,9,2014
גור דב 38,2.0,2,37.0,740000.0,2,9,2014
אלבז נתן 4,2.0,3,45.0,660000.0,2,9,2014
ציזלינג 1,2.0,4,38.0,500000.0,31,8,2014
גור דב 35,2.0,4,37.0,194000.0,28,8,2014
שפירא אברהם 31,3.0,3,58.0,806000.0,24,8,2014
גור דב 30,2.0,2,37.0,288000.0,20,8,2014
חסן ובן גרה 4,3.0,4,56.0,257000.0,12,8,2014
יהודה המכבי 25,2.0,4,37.0,600000.0,7,8,2014
בן יוסף שלמה 14,3.0,5,64.0,850000.0,6,8,2014
אלבז נתן 22,2.5,4,46.0,615000.0,23,7,2014
אלבז נתן 8,2.0,3,49.0,600000.0,9,7,2014
יהודה המכבי 12,3.0,2,65.0,376000.0,8,7,2014
שפירא אברהם 3,3.0,2,54.0,1050000.0,6,7,2014
מיכשוילי 18,4.0,5,78.0,870000.0,4,7,2014
שפירא אברהם 13,2.5,3,45.0,770000.0,3,7,2014
גור דב 35,2.0,1,37.0,680000.0,3,7,2014
בן יוסף שלמה 9,3.0,1,75.0,900000.0,1,7,2014
מיכשוילי 28,4.0,1,77.0,439000.0,30,6,2014
מיכשוילי 4,3.0,2,64.0,810000.0,26,6,2014
מיכשוילי 34,3.0,4,57.0,700000.0,25,6,2014
שפירא אברהם 13,2.0,1,45.0,310000.0,22,6,2014
אלבז נתן 22,2.0,2,46.0,635000.0,8,6,2014
ציזלינג 1,2.0,3,38.0,720000.0,2,6,2014
אלבז נתן 26,2.0,4,46.0,642000.0,2,6,2014
מיכשוילי 36,3.5,1,57.0,900000.0,1,6,2014
מיכשוילי 20,4.0,1,78.0,810000.0,30,5,2014
גור דב 30,2.0,2,37.0,258000.0,25,5,2014
אלבז נתן 34,3.0,1,67.0,800000.0,21,5,2014
יהודה המכבי 21,2.0,1,37.0,611000.0,12,5,2014
גור דב 39,2.0,2,37.0,650000.0,5,5,2014
אלבז נתן 31,3.0,4,58.0,458000.0,4,5,2014
שפירא אברהם 31,3.0,2,58.0,825000.0,4,5,2014
בן יוסף שלמה 3,4.0,3,76.0,870000.0,4,5,2014
גור דב 30,2.0,4,37.0,600000.0,27,4,2014
אלבז נתן 28,2.0,4,46.0,640000.0,8,4,2014
מיכשוילי 24,3.0,3,57.0,795000.0,2,4,2014
גור דב 40,3.0,2,49.0,245000.0,27,3,2014
גור דב 49,3.0,3,49.0,830000.0,24,3,2014
בן יוסף שלמה 14,3.0,2,63.0,800000.0,23,3,2014
מיכשוילי 20,4.0,7,76.0,344000.0,20,3,2014
יהודה המכבי 6,3.5,3,58.0,830000.0,19,3,2014
ציזלינג 4,3.0,4,49.0,688000.0,11,3,2014
שפירא אברהם 9,2.0,1,65.0,785000.0,10,3,2014
חסן ובן גרה 4,3.0,2,56.0,708000.0,26,2,2014
אלבז נתן 28,2.0,3,46.0,580000.0,26,2,2014
אלבז נתן 31,3.0,1,58.0,780000.0,24,2,2014
מיכשוילי 36,3.5,1,57.0,813000.0,24,2,2014
מיכשוילי 32,3.0,2,57.0,779000.0,24,2,2014
יהודה המכבי 9,4.0,4,78.0,865000.0,21,2,2014
גור דב 38,2.0,4,37.0,500000.0,19,2,2014
אלבז נתן 18,2.0,1,44.0,620000.0,13,2,2014
שפירא אברהם 33,3.0,1,58.0,820000.0,13,2,2014
מיכשוילי 24,3.0,2,57.0,770000.0,11,2,2014
גור דב 20,4.0,4,71.0,840000.0,10,2,2014
חסן ובן גרה 6,3.0,2,49.0,710000.0,10,2,2014
ציזלינג 8,3.0,4,49.0,650000.0,6,2,2014
אלבז נתן 18,2.0,2,44.0,600000.0,5,2,2014
מיכשוילי 28,3.0,2,57.0,750000.0,5,2,2014
בן יוסף שלמה 12,3.5,2,38.0,788000.0,30,1,2014
מילמן 4,4.0,1,71.0,850000.0,29,1,2014
בן יוסף שלמה 9,3.0,4,58.0,775000.0,20,1,2014
שפירא אברהם 1,2.5,3,49.0,665000.0,12,1,2014
בן יוסף שלמה 16,3.5,1,63.0,775000.0,12,1,2014
אלבז נתן 31,4.0,1,71.0,782000.0,8,1,2014
מיכשוילי 16,3.0,6,62.0,834000.0,6,1,2014
שפירא אברהם 9,3.0,4,62.0,710000.0,31,12,2013
בן יוסף שלמה 14,3.0,1,63.0,750000.0,30,12,2013
מיכשוילי 34,3.0,2,57.0,770000.0,26,12,2013
בן יוסף שלמה 29,4.0,1,71.0,850000.0,22,12,2013
גור דב 41,3.0,4,49.0,690000.0,15,12,2013
מיכשוילי 10,4.0,4,68.0,750000.0,10,12,2013
חסן ובן גרה 8,3.0,4,49.0,750000.0,8,12,2013
שפירא אברהם 35,3.0,4,64.0,800000.0,1,12,2013
אלבז נתן 15,2.5,2,44.0,645000.0,22,11,2013
מיכשוילי 2,4.0,2,68.0,825000.0,18,11,2013
שפירא אברהם 29,3.0,3,58.0,747000.0,14,11,2013
יהודה המכבי 2,3.0,4,58.0,760000.0,12,11,2013
שפירא אברהם 2,2.0,4,38.0,375000.0,11,11,2013
אלבז נתן 32,3.0,5,67.0,785000.0,6,11,2013
שפירא אברהם 23,3.5,2,58.0,850000.0,31,10,2013
גור דב 10,4.0,2,71.0,800000.0,28,10,2013
בן יוסף שלמה 17,3.0,4,65.0,730000.0,25,10,2013
ציזלינג 6,3.0,4,49.0,540000.0,23,10,2013
מיכשוילי 28,3.5,4,57.0,709000.0,23,10,2013
יהודה המכבי 6,3.0,2,58.0,836000.0,22,10,2013
בן יוסף שלמה 13,3.0,3,65.0,835000.0,21,10,2013
שפירא אברהם 17,3.0,2,46.0,780000.0,16,10,2013
יהודה המכבי 11,4.0,1,84.0,930000.0,13,10,2013
בן יוסף שלמה 19,4.0,3,75.0,835000.0,9,10,2013
אלבז נתן 24,2.5,4,46.0,560000.0,6,10,2013
שפירא אברהם 29,3.0,1,58.0,795000.0,3,10,2013
חסן ובן גרה 4,3.0,4,56.0,640000.0,29,9,2013
אלבז נתן 34,4.0,8,77.0,359999.0,16,9,2013
ציזלינג 2,3.0,1,40.0,710000.0,28,8,2013
בן יוסף שלמה 5,3.0,4,75.0,745000.0,26,8,2013
יהודה המכבי 29,2.0,4,37.0,563000.0,25,8,2013
שפירא אברהם 31,3.0,4,58.0,750000.0,22,8,2013
גור דב 20,3.0,2,58.0,740000.0,14,8,2013
גור דב 45,3.0,2,49.0,775000.0,14,8,2013
מיכשוילי 12,3.0,3,64.0,765000.0,13,8,2013
מיכשוילי 28,3.5,2,57.0,760000.0,12,8,2013
מיכשוילי 4,3.0,8,62.0,775000.0,6,8,2013
חסן ובן גרה 4,3.5,4,56.0,600000.0,1,8,2013
ציזלינג 1,2.0,2,38.0,650000.0,28,7,2013
מיכשוילי 18,4.0,4,78.0,880000.0,28,7,2013
אלבז נתן 28,2.0,2,46.0,615000.0,21,7,2013
מיכשוילי 4,4.0,8,76.0,810000.0,9,7,2013
גור דב 42,2.0,2,37.0,525000.0,8,7,2013
מיכשוילי 15,3.0,2,59.0,769000.0,7,7,2013
מיכשוילי 1,3.0,4,58.0,849000.0,27,6,2013
מיכשוילי 2,4.0,3,68.0,790000.0,21,6,2013
גור דב 11,3.0,2,80.0,700000.0,19,6,2013
חסן ובן גרה 8,3.0,3,49.0,802000.0,16,6,2013
חורי חיים 9,3.0,3,65.0,735000.0,9,6,2013
אלבז נתן 20,2.5,3,49.0,500000.0,2,6,2013
מיכשוילי 28,3.5,4,57.0,680000.0,2,6,2013
שפירא אברהם 18,4.0,0,96.0,1500000.0,29,5,2013
גור דב 11,3.5,4,80.0,680000.0,13,5,2013
חסן ובן גרה 2,3.0,4,56.0,650000.0,6,5,2013
אלבז נתן 26,2.0,4,46.0,550000.0,6,5,2013
אלבז נתן 31,3.0,1,59.0,800000.0,2,5,2013
שפירא אברהם 15,3.0,1,54.0,680000.0,1,5,2013
גור דב 34,2.0,2,37.0,625000.0,30,4,2013
מיכשוילי 16,3.5,8,64.0,740000.0,29,4,2013
בן יוסף שלמה 14,3.0,6,63.0,730000.0,23,4,2013
נגרו אהרן 7,4.0,1,106.0,1400000.0,22,4,2013
שפירא אברהם 29,3.0,3,58.0,740000.0,21,4,2013
אלבז נתן 15,2.5,1,44.0,602000.0,21,4,2013
שפירא אברהם 2,4.0,4,76.0,800000.0,21,4,2013
שפירא אברהם 37,3.0,2,64.0,770000.0,18,4,2013
שפירא אברהם 7,2.5,2,45.0,645000.0,15,4,2013
מיכשוילי 12,3.0,6,64.0,820000.0,8,4,2013
שפירא אברהם 2,3.0,1,66.0,795000.0,24,3,2013
שפירא אברהם 9,3.0,2,54.0,735000.0,20,3,2013
יהודה המכבי 23,2.0,2,37.0,600000.0,6,3,2013
בן יוסף שלמה 23,3.0,2,65.0,300002.0,22,2,2013
שפירא אברהם 25,3.0,2,58.0,600000.0,20,2,2013
גור דב 10,4.0,3,71.0,700000.0,18,2,2013
מיכשוילי 36,3.5,2,57.0,765000.0,14,2,2013
הוז דב 1,3.0,0,96.0,1150000.0,14,2,2013
יהודה המכבי 6,3.0,4,61.0,685000.0,3,2,2013
יהודה המכבי 4,3.5,4,58.0,750000.0,29,1,2013
מיכשוילי 14,4.0,2,79.0,780000.0,21,1,2013
מיכשוילי 2,3.5,1,68.0,794000.0,9,1,2013
מיכשוילי 30,3.0,1,57.0,750000.0,6,1,2013
מיכשוילי 28,3.5,1,57.0,745000.0,4,1,2013
ציזלינג 1,2.0,1,38.0,530000.0,31,12,2012
יהודה המכבי 33,2.0,2,37.0,575000.0,27,12,2012
מיכשוילי 32,3.5,3,57.0,740000.0,24,12,2012
מיכשוילי 30,3.5,1,57.0,750000.0,20,12,2012
גור דב 28,4.0,4,95.0,730000.0,19,12,2012
אלבז נתן 22,2.0,2,46.0,610000.0,11,12,2012
מיכשוילי 22,4.0,1,78.0,827000.0,6,12,2012
גור דב 32,3.0,1,49.0,672000.0,4,12,2012
שפירא אברהם 23,3.0,1,58.0,750000.0,3,12,2012
יהודה המכבי 21,2.0,4,37.0,499000.0,15,11,2012
גור דב 41,3.0,3,49.0,650000.0,12,11,2012
ציזלינג 1,2.5,1,38.0,570000.0,11,11,2012
שפירא אברהם 29,3.0,4,58.0,680000.0,11,11,2012
גור דב 25,4.0,2,81.0,835000.0,8,11,2012
מיכשוילי 18,4.0,5,78.0,850000.0,29,10,2012
מיכשוילי 4,3.0,5,62.0,600000.0,26,10,2012
בן יוסף שלמה 7,3.0,4,65.0,730000.0,25,10,2012
מיכשוילי 34,3.5,3,57.0,700000.0,22,10,2012
אלבז נתן 18,2.0,1,44.0,510000.0,18,10,2012
גור דב 11,3.0,2,80.0,680000.0,17,10,2012
שפירא אברהם 37,3.5,3,102.0,750000.0,11,10,2012
יהודה המכבי 4,3.0,4,61.0,701000.0,23,9,2012
אלבז נתן 36,4.0,1,77.0,800000.0,23,9,2012
חסן ובן גרה 6,3.0,1,40.0,640000.0,10,9,2012
גור דב 20,3.0,4,58.0,650000.0,6,9,2012
גור דב 32,3.0,4,49.0,620000.0,4,9,2012
מיכשוילי 22,4.0,7,76.0,810000.0,2,9,2012
אלבז נתן 10,2.5,1,44.0,550000.0,28,8,2012
חסן ובן גרה 2,3.0,2,56.0,655000.0,26,8,2012
מיכשוילי 12,3.0,2,64.0,740000.0,16,8,2012
מיכשוילי 28,3.5,2,57.0,710000.0,15,8,2012
גור דב 11,3.0,1,80.0,730000.0,15,8,2012
יהודה המכבי 6,3.0,4,58.0,660000.0,7,8,2012
מיכשוילי 12,4.0,2,78.0,860000.0,7,8,2012
בן יוסף שלמה 11,3.0,3,65.0,575000.0,2,8,2012
יהודה המכבי 4,3.0,1,61.0,700000.0,26,7,2012
מיכשוילי 38,3.5,2,57.0,735000.0,18,7,2012
אלבז נתן 31,4.0,3,71.0,850000.0,16,7,2012
שפירא אברהם 37,3.0,3,64.0,690000.0,10,7,2012
מיכשוילי 20,4.0,4,76.0,768000.0,10,7,2012
מיכשוילי 22,4.0,5,76.0,800000.0,1,7,2012
שפירא אברהם 15,3.0,4,54.0,680000.0,26,6,2012
יהודה המכבי 23,2.0,2,37.0,529000.0,21,6,2012
מיכשוילי 38,3.0,4,57.0,610000.0,21,6,2012
גור דב 43,2.5,3,37.0,550000.0,20,6,2012
חסן ובן גרה 2,3.0,3,56.0,207500.0,12,6,2012
יהודה המכבי 2,3.0,1,58.0,750000.0,6,6,2012
ציזלינג 8,3.0,2,49.0,575000.0,5,6,2012
בן יוסף שלמה 4,3.0,4,65.0,700000.0,30,5,2012
בן יוסף שלמה 16,3.0,2,63.0,630000.0,17,5,2012
מיכשוילי 1,3.0,3,59.0,576000.0,16,5,2012
יהודה המכבי 15,4.0,1,67.0,909000.0,10,5,2012
בן יוסף שלמה 29,3.0,4,59.0,685000.0,9,5,2012
בן יוסף שלמה 6,4.0,4,76.0,695000.0,8,5,2012
גור דב 11,3.5,4,80.0,575000.0,2,5,2012
חורי חיים 6,4.5,1,101.0,1325000.0,17,4,2012
שפירא אברהם 21,3.0,1,58.0,740000.0,16,4,2012
מיכשוילי 8,4.0,5,76.0,710000.0,4,4,2012
גור דב 11,4.0,4,80.0,672000.0,26,3,2012
יהודה המכבי 23,2.0,1,37.0,557000.0,6,3,2012
יהודה המכבי 13,3.0,2,70.0,800000.0,4,3,2012
מיכשוילי 4,4.0,7,76.0,500000.0,1,3,2012
אלבז נתן 32,4.0,4,77.0,830000.0,17,2,2012
בן יוסף שלמה 2,4.0,6,110.0,600000.0,17,2,2012
בן יוסף שלמה 2,4.0,6,100.0,500000.0,3,2,2012
שפירא אברהם 33,3.0,3,58.0,670000.0,25,1,2012
אלבז נתן 15,2.5,2,44.0,500000.0,11,1,2012
מיכשוילי 4,3.0,4,62.0,760000.0,11,1,2012
שפירא אברהם 29,3.0,2,58.0,710000.0,10,1,2012
שפירא אברהם 15,2.5,4,65.0,620000.0,3,1,2012
טרומפלדור 11,3.0,1,60.0,1050000.0,1,1,2012
בן יוסף שלמה 2,4.0,6,100.0,500000.0,27,12,2011
מיכשוילי 15,4.0,3,71.0,755000.0,27,12,2011
גור דב 11,3.0,2,80.0,480000.0,25,12,2011
בן יוסף שלמה 4,3.0,4,65.0,730000.0,14,12,2011
גור דב 35,2.0,1,37.0,420000.0,12,12,2011
בן יוסף שלמה 3,4.0,4,76.0,750000.0,27,11,2011
שפירא אברהם 29,3.0,2,58.0,720000.0,27,11,2011
יהודה המכבי 15,4.0,1,67.0,839000.0,24,11,2011
גור דב 3,4.0,3,100.0,850000.0,15,11,2011
מיכשוילי 2,3.5,2,68.0,735000.0,14,11,2011
גור דב 41,3.0,3,49.0,600000.0,6,11,2011
אלבז נתן 32,4.0,1,77.0,765000.0,3,11,2011
אלבז נתן 15,2.5,4,44.0,490000.0,11,10,2011
שפירא אברהם 27,3.0,4,58.0,660000.0,9,10,2011
יהודה המכבי 35,2.0,2,37.0,450000.0,21,9,2011
יהודה המכבי 7,3.0,4,67.0,676000.0,18,9,2011
אלבז נתן 6,2.5,2,46.0,550000.0,4,9,2011
שפירא אברהם 35,3.0,4,59.0,730000.0,31,8,2011
גור דב 12,3.0,1,58.0,610000.0,29,8,2011
חסן ובן גרה 4,3.0,2,56.0,600000.0,14,8,2011
ציזלינג 6,3.0,1,42.0,645000.0,22,7,2011
אלבז נתן 10,2.5,3,45.0,520000.0,29,6,2011
בן יוסף שלמה 16,3.0,7,64.0,705000.0,23,6,2011
מיכשוילי 8,3.0,2,64.0,720000.0,20,6,2011
מילמן 4,3.5,1,59.0,735000.0,20,6,2011
גור דב 28,3.0,4,49.0,605000.0,13,6,2011
יהודה המכבי 11,4.0,6,100.0,500000.0,4,6,2011
יהודה המכבי 3,3.0,1,67.0,720000.0,1,6,2011
גור דב 3,4.0,2,92.0,780000.0,31,5,2011
גור דב 43,2.0,3,37.0,480000.0,15,5,2011
מיכשוילי 22,4.0,1,76.0,749000.0,9,5,2011
מיכשוילי 36,3.0,3,57.0,650000.0,8,5,2011
חסן ובן גרה 2,3.0,4,56.0,575000.0,4,5,2011
גור דב 41,3.0,4,49.0,166000.0,3,5,2011
יהודה המכבי 31,2.0,3,37.0,530000.0,13,4,2011
מיכשוילי 14,4.0,3,68.0,660000.0,13,4,2011
יהודה המכבי 6,3.5,2,58.0,700000.0,12,4,2011
ציזלינג 2,3.0,1,40.0,694000.0,6,4,2011
יהודה המכבי 3,3.0,4,67.0,600000.0,3,4,2011
שפירא אברהם 23,3.0,4,58.0,665000.0,29,3,2011
אלבז נתן 26,2.5,3,46.0,655000.0,27,3,2011
גור דב 11,3.0,4,80.0,785000.0,17,3,2011
מיכשוילי 26,3.0,1,57.0,700000.0,13,3,2011
יהודה המכבי 1,4.0,1,78.0,710000.0,8,3,2011
יהודה המכבי 35,2.0,1,37.0,420000.0,3,3,2011
מיכשוילי 32,3.5,1,57.0,702000.0,27,2,2011
ציזלינג 1,2.0,3,38.0,535000.0,24,2,2011
אלבז נתן 2,2.0,5,45.0,505000.0,20,2,2011
בן יוסף שלמה 12,2.5,1,38.0,555000.0,20,2,2011
שפירא אברהם 11,2.5,3,45.0,590000.0,17,2,2011
שפירא אברהם 37,3.0,4,80.0,212000.0,16,2,2011
אלבז נתן 28,2.0,3,46.0,160000.0,15,2,2011
חסן ובן גרה 4,3.0,2,56.0,570000.0,13,2,2011
גור דב 49,3.0,2,49.0,710000.0,10,2,2011
בן יוסף שלמה 16,3.5,7,63.0,690000.0,1,2,2011
שחם יואב 2,4.0,0,115.0,1500000.0,1,2,2011
אלבז נתן 24,2.5,1,46.0,630000.0,31,1,2011
אלבז נתן 32,4.0,2,77.0,800000.0,26,1,2011
בן יוסף שלמה 8,3.0,3,65.0,715000.0,26,1,2011
יהודה המכבי 29,2.0,4,37.0,480000.0,23,1,2011
אלבז נתן 26,2.0,3,46.0,156000.0,11,1,2011
ציזלינג 6,3.5,2,49.0,580000.0,9,1,2011
אפרתי אליהו 7,3.5,0,96.0,1250000.0,9,1,2011
בן יוסף שלמה 21,3.0,2,75.0,765000.0,7,1,2011
שפירא אברהם 15,3.0,3,54.0,680000.0,6,1,2011
מיכשוילי 1,4.0,2,71.0,745000.0,6,1,2011
מיכשוילי 4,3.0,1,64.0,720000.0,30,12,2010
מיכשוילי 34,3.0,3,57.0,650000.0,30,12,2010
יהודה המכבי 2,3.5,2,61.0,750000.0,29,12,2010
גור דב 47,2.0,1,37.0,570000.0,29,12,2010
יהודה המכבי 11,4.0,3,100.0,500000.0,28,12,2010
בן יוסף שלמה 12,2.5,1,38.0,396000.0,28,12,2010
מיכשוילי 26,3.0,2,57.0,640000.0,22,12,2010
מיכשוילי 10,3.5,3,68.0,710000.0,21,12,2010
מיכשוילי 2,4.0,4,79.0,250000.0,19,12,2010
חסן ובן גרה 2,3.0,2,56.0,600000.0,16,12,2010
אלבז נתן 6,2.0,1,46.0,151000.0,14,12,2010
ציזלינג 6,3.0,4,49.0,167000.0,14,12,2010
ציזלינג 1,2.0,4,38.0,515000.0,12,12,2010
ציזלינג 6,3.0,1,42.0,635000.0,9,12,2010
בן יוסף שלמה 5,4.0,3,75.0,730000.0,8,12,2010
שפירא אברהם 29,3.0,1,58.0,735000.0,5,12,2010
יהודה המכבי 2,3.5,3,58.0,680000.0,29,11,2010
מיכשוילי 12,3.0,5,64.0,700000.0,23,11,2010
גור דב 10,4.5,4,71.0,660000.0,14,11,2010
בן יוסף שלמה 17,4.0,1,75.0,930000.0,11,11,2010
בן יוסף שלמה 29,4.0,2,71.0,745000.0,7,11,2010
בן יוסף שלמה 21,3.0,3,75.0,850000.0,7,11,2010
אלבז נתן 14,2.0,3,38.0,138000.0,31,10,2010
מיכשוילי 38,3.0,2,57.0,680000.0,31,10,2010
בן יוסף שלמה 17,3.0,1,65.0,650000.0,28,10,2010
מיכשוילי 2,2.0,3,48.0,555000.0,27,10,2010
מיכשוילי 28,3.0,4,57.0,590000.0,24,10,2010
ציזלינג 6,3.0,3,49.0,650000.0,20,10,2010
גור דב 47,2.0,4,37.0,530000.0,18,10,2010
אלבז נתן 2,2.0,2,45.0,460000.0,17,10,2010
שפירא אברהם 3,5.0,1,110.0,810000.0,17,10,2010
אלבז נתן 36,4.0,8,77.0,870000.0,14,10,2010
מיכשוילי 10,4.0,4,79.0,640000.0,6,10,2010
גור דב 11,3.0,3,80.0,560000.0,5,10,2010
גור דב 10,3.0,4,58.0,520000.0,5,10,2010
מיכשוילי 12,3.0,3,62.0,730000.0,28,9,2010
יהודה המכבי 1,3.5,3,70.0,730000.0,28,9,2010
מיכשוילי 20,4.0,1,76.0,655000.0,14,9,2010
אפרתי אליהו 13,5.0,0,96.0,1350000.0,13,9,2010
מיכשוילי 6,3.5,4,68.0,625000.0,5,9,2010
מיכשוילי 24,3.0,4,57.0,600000.0,2,9,2010
שפירא אברהם 2,3.0,4,56.0,205000.0,31,8,2010
טרומפלדור 3,4.0,1,98.0,720000.0,30,8,2010
גור דב 32,3.0,3,49.0,550000.0,25,8,2010
שפירא אברהם 33,3.0,4,58.0,680000.0,21,7,2010
אלבז נתן 28,2.5,1,46.0,560000.0,7,7,2010
בן יוסף שלמה 12,2.0,2,38.0,490000.0,29,6,2010
שפירא אברהם 27,3.0,4,58.0,650000.0,24,6,2010
יהודה המכבי 33,2.5,4,37.0,450000.0,20,6,2010
בן יוסף שלמה 3,4.0,2,76.0,779000.0,20,6,2010
שפירא אברהם 17,2.5,2,45.0,589000.0,15,6,2010
מיכשוילי 36,3.0,1,57.0,164000.0,1,6,2010
שפירא אברהם 31,3.0,2,58.0,675000.0,23,5,2010
מיכשוילי 6,4.0,4,68.0,662000.0,14,5,2010
בן יוסף שלמה 21,3.0,4,60.0,616000.0,12,5,2010
מילמן 2,4.0,1,71.0,655000.0,9,5,2010
יהודה המכבי 4,3.0,3,58.0,640000.0,5,5,2010
מיכשוילי 5,3.0,1,60.0,925000.0,4,5,2010
יהודה המכבי 9,3.0,4,70.0,850000.0,29,4,2010
שפירא אברהם 35,3.0,4,65.0,620000.0,29,4,2010
אלבז נתן 20,2.5,4,49.0,380000.0,26,4,2010
גור דב 30,2.0,3,37.0,472000.0,22,4,2010
שפירא אברהם 25,3.0,4,58.0,165000.0,8,4,2010
גור דב 11,4.0,4,80.0,629000.0,25,3,2010
ציזלינג 8,3.0,4,49.0,505000.0,17,3,2010
בן יוסף שלמה 23,3.5,1,65.0,680000.0,11,3,2010
אלבז נתן 20,2.0,4,49.0,360000.0,1,3,2010
ציזלינג 2,3.0,4,49.0,480000.0,26,2,2010
שפירא אברהם 29,3.0,4,58.0,580000.0,18,2,2010
שפירא אברהם 9,3.0,4,75.0,610000.0,4,2,2010
מיכשוילי 10,3.5,3,68.0,615000.0,31,1,2010
יהודה המכבי 5,3.0,4,70.0,580000.0,19,1,2010
חסן ובן גרה 8,3.0,3,49.0,520000.0,11,1,2010
בן יוסף שלמה 11,3.0,1,65.0,480000.0,10,1,2010
בן יוסף שלמה 8,4.0,1,76.0,750000.0,7,1,2010
גור דב 39,2.0,1,37.0,114000.0,6,1,2010
שפירא אברהם 2,3.0,4,65.0,610000.0,6,1,2010
מיכשוילי 28,3.5,1,57.0,600000.0,31,12,2009
שפירא אברהם 17,2.0,3,45.0,525000.0,29,12,2009
מיכשוילי 4,4.0,5,76.0,705000.0,28,12,2009
מיכשוילי 14,4.0,2,79.0,137500.0,27,12,2009
גור דב 44,3.0,3,49.0,210000.0,24,12,2009
בן יוסף שלמה 21,3.5,1,75.0,705000.0,22,12,2009
אלבז נתן 32,4.0,6,77.0,750000.0,3,12,2009
שפירא אברהם 1,2.5,1,49.0,525000.0,2,12,2009
אלבז נתן 6,2.0,3,45.0,390000.0,23,11,2009
אלבז נתן 22,2.0,4,46.0,350000.0,22,11,2009
גור דב 45,3.0,1,49.0,530000.0,22,11,2009
שפירא אברהם 11,2.5,4,45.0,490000.0,8,11,2009
שפירא אברהם 1,2.0,3,49.0,512000.0,6,11,2009
יהודה המכבי 21,2.0,3,37.0,112000.0,22,10,2009
אלבז נתן 8,2.0,3,46.0,129000.0,22,10,2009
בן יוסף שלמה 12,2.0,2,38.0,470000.0,22,10,2009
גור דב 36,3.0,3,49.0,510000.0,18,10,2009
ציזלינג 2,3.0,3,49.0,519000.0,18,10,2009
חסן ובן גרה 2,3.0,4,56.0,132000.0,15,10,2009
מיכשוילי 6,4.0,2,68.0,650000.0,14,10,2009
ציזלינג 6,3.0,3,49.0,135000.0,23,9,2009
מילמן 2,4.0,3,105.0,193000.0,22,9,2009
ציזלינג 2,3.0,4,49.0,470000.0,22,9,2009
יהודה המכבי 29,3.0,1,64.0,575000.0,22,9,2009
אלבז נתן 26,3.0,4,46.0,370000.0,17,9,2009
ציזלינג 6,3.0,2,49.0,530000.0,15,9,2009
שפירא אברהם 9,3.0,2,54.0,535000.0,14,9,2009
בן יוסף שלמה 3,4.0,3,76.0,670000.0,9,9,2009
שפירא אברהם 17,2.5,2,45.0,550000.0,2,9,2009
הוז דב 4,4.0,0,116.0,1180000.0,2,9,2009
בן יוסף שלמה 9,3.5,3,75.0,610000.0,1,9,2009
בן יוסף שלמה 12,2.0,3,38.0,455000.0,27,8,2009
יהודה המכבי 5,3.0,2,70.0,603000.0,20,8,2009
אלבז נתן 15,2.0,3,44.0,450000.0,19,8,2009
אלבז נתן 10,2.5,4,44.0,360000.0,17,8,2009
חסן ובן גרה 8,3.0,4,49.0,500000.0,4,8,2009
יהודה המכבי 4,3.0,4,58.0,622000.0,2,8,2009
אלבז נתן 6,2.0,4,46.0,228000.0,31,7,2009
בן יוסף שלמה 14,3.0,4,64.0,510000.0,28,7,2009
גור דב 32,3.0,1,49.0,390000.0,23,7,2009
