Address,Rooms,Floor,Square,Price,Day,Month,Year
הרב קוק 31,3.0,2,61.0,550000.0,25,6,2012
קבוץ גלויות 31,2.0,1,39.0,507000.0,21,6,2012
המעפילים 58,3.0,3,49.0,600000.0,19,6,2012
"רמב""ם 2",3.0,1,65.0,600000.0,14,6,2012
הרב הרצוג 3,2.5,0,39.0,510000.0,13,6,2012
יוספטל 9,2.0,1,49.0,400000.0,13,6,2012
יוספטל 5,3.5,3,65.0,780000.0,11,6,2012
"רמב""ם 2",3.5,1,65.0,680000.0,10,6,2012
אבן גבירול 21,3.0,1,54.0,510000.0,8,6,2012
הרב קוק 39,3.0,1,54.0,126000.0,6,6,2012
יוספטל 6,4.0,1,80.0,690000.0,6,6,2012
הרב מימון 5,2.5,1,42.0,550000.0,28,5,2012
הרב מימון 13,2.0,1,42.0,445000.0,21,5,2012
הרב הרצוג 3,2.0,0,39.0,500000.0,20,5,2012
בורוכוב 22,3.0,0,59.0,630000.0,17,5,2012
שבי ציון 37,3.0,1,68.0,635000.0,17,5,2012
הרב קוק 13,3.0,2,63.0,560000.0,4,5,2012
בורוכוב 20,2.0,2,39.0,444000.0,2,5,2012
קבוץ גלויות 4,2.0,2,50.0,468000.0,1,5,2012
המעפילים 20,2.5,3,39.0,450000.0,26,4,2012
המעפילים 32,2.0,1,39.0,480000.0,17,4,2012
קבוץ גלויות 9,2.0,2,39.0,550000.0,16,4,2012
"רמב""ם 10",2.0,2,39.0,465000.0,9,4,2012
קבוץ גלויות 6,2.0,2,42.0,580000.0,25,3,2012
הרב קוק 41,3.0,3,50.0,780000.0,8,3,2012
המעפילים 6,3.0,3,63.0,660000.0,5,3,2012
המעפילים 34,2.0,0,39.0,670000.0,29,2,2012
המעפילים 24,2.0,1,39.0,565000.0,27,2,2012
המעפילים 18,2.5,0,44.0,500000.0,22,2,2012
המעפילים 58,4.0,1,70.0,850000.0,20,2,2012
אבן גבירול 25,3.0,2,54.0,510000.0,19,2,2012
"רמב""ם 16",4.0,1,85.0,1100000.0,13,2,2012
המעפילים 32,2.0,2,39.0,500000.0,2,2,2012
זמיר 4,4.0,0,93.0,1100000.0,2,2,2012
המעפילים 10,3.0,4,63.0,670000.0,31,1,2012
יוספטל 5,2.0,3,49.0,620000.0,23,1,2012
הרב קוק 17,3.0,3,56.0,550000.0,12,1,2012
אבן גבירול 15,6.0,2,109.0,1200000.0,10,1,2012
יצחק שדה 7,2.0,1,36.0,160000.0,9,1,2012
הרב מימון 17,2.0,1,42.0,500000.0,8,1,2012
שבי ציון 37,3.0,4,66.0,625000.0,4,1,2012
הרב מימון 9,2.0,3,42.0,500000.0,26,12,2011
שבי ציון 32,4.0,3,89.0,680000.0,18,12,2011
הרב קוק 47,3.0,6,54.0,760000.0,11,12,2011
יוספטל 4,2.5,1,38.0,480000.0,8,12,2011
קבוץ גלויות 18,2.5,1,42.0,520000.0,7,12,2011
אבן גבירול 23,3.0,2,54.0,595000.0,29,11,2011
מקלנבורג 4,3.0,2,54.0,600000.0,29,11,2011
"רמב""ם 9",2.0,0,39.0,400000.0,24,11,2011
קבוץ גלויות 18,2.0,2,42.0,480000.0,14,11,2011
דוכיפת 6,3.0,0,79.0,1127000.0,31,10,2011
מקלנבורג 10,2.0,1,44.0,437000.0,30,10,2011
הרב קוק 23,2.0,4,40.0,460000.0,30,10,2011
המעפילים 20,2.0,3,39.0,475000.0,28,10,2011
קבוץ גלויות 18,2.0,2,42.0,550000.0,26,10,2011
קבוץ גלויות 6,2.0,3,42.0,610000.0,24,10,2011
המעפילים 7,3.0,3,68.0,670000.0,11,10,2011
הרב קוק 17,3.0,1,56.0,550000.0,26,9,2011
המעפילים 3,4.0,1,80.0,580000.0,18,9,2011
יצחק שדה 2,2.0,3,52.0,480000.0,12,9,2011
אבן גבירול 15,3.0,0,54.0,720000.0,17,8,2011
אבן גבירול 24,2.0,0,36.0,438000.0,14,8,2011
המעפילים 56,3.0,1,58.0,213000.0,12,8,2011
המעפילים 22,2.0,3,39.0,445000.0,4,8,2011
המעפילים 18,5.0,1,90.0,1060000.0,24,7,2011
יוספטל 17,4.5,1,36.0,820000.0,10,7,2011
המעפילים 22,2.0,3,39.0,435000.0,7,7,2011
המעפילים 8,3.0,1,63.0,615000.0,5,7,2011
אגדיר 13,2.0,0,42.0,430000.0,29,6,2011
הרב הרצוג 3,2.0,1,39.0,517000.0,28,6,2011
"רמב""ם 5",2.0,3,52.0,433000.0,23,6,2011
הרב הרצוג 3,2.5,3,39.0,495000.0,20,6,2011
אבן גבירול 18,2.0,0,36.0,148000.0,16,6,2011
המעפילים 54,3.0,1,58.0,633000.0,14,6,2011
יורדי הסירה 2,3.0,2,59.0,605000.0,5,6,2011
אבן גבירול 15,3.0,2,54.0,680000.0,3,6,2011
הרב הרצוג 13,2.0,2,42.0,520000.0,3,6,2011
המעפילים 24,2.0,2,39.0,526000.0,24,5,2011
המעפילים 18,2.5,3,44.0,440000.0,19,5,2011
המעפילים 24,2.0,2,39.0,400000.0,19,5,2011
שבי ציון 32,4.0,7,89.0,620000.0,19,5,2011
המעפילים 60,2.0,1,33.0,500000.0,16,5,2011
אבן גבירול 16,2.0,1,36.0,425000.0,12,5,2011
המעפילים 20,2.5,3,39.0,425000.0,11,5,2011
הרב מימון 23,2.0,2,39.0,460000.0,11,5,2011
אבן גבירול 2,2.5,3,49.0,480000.0,11,5,2011
יצחק שדה 7,2.0,1,36.0,881000.0,5,5,2011
המעפילים 22,2.0,3,39.0,450000.0,4,5,2011
המעפילים 28,4.0,3,78.0,810000.0,4,5,2011
"רמב""ם 2",3.0,3,65.0,545000.0,2,5,2011
אגדיר 9,3.0,0,75.0,800000.0,28,4,2011
הרב קוק 22,3.0,3,60.0,530000.0,17,4,2011
קבוץ גלויות 21,3.5,2,76.0,655000.0,10,4,2011
הרב קוק 15,4.0,1,64.0,600000.0,22,3,2011
יוספטל 10,3.0,2,68.0,615000.0,9,3,2011
שבי ציון 39,3.0,1,85.0,705000.0,6,3,2011
שבי ציון 41,3.5,6,68.0,755000.0,2,3,2011
אבן גבירול 15,2.5,0,54.0,635000.0,25,2,2011
המעפילים 20,2.0,1,39.0,503000.0,23,2,2011
קבוץ גלויות 18,2.0,1,42.0,420000.0,21,2,2011
יצחק שדה 3,2.0,1,36.0,160000.0,20,2,2011
קבוץ גלויות 6,2.0,3,42.0,500000.0,20,2,2011
אבן גבירול 13,2.0,2,39.0,136000.0,15,2,2011
יוספטל 8,3.0,1,68.0,660000.0,15,2,2011
הרב קוק 14,2.0,3,44.0,425000.0,14,2,2011
קבוץ גלויות 4,2.0,2,42.0,500000.0,14,2,2011
יוספטל 5,3.0,0,65.0,560000.0,14,2,2011
אבן גבירול 25,3.0,3,54.0,550000.0,2,2,2011
אבן גבירול 12,2.0,1,36.0,430000.0,2,2,2011
קבוץ גלויות 33,4.0,1,90.0,700000.0,31,1,2011
יצחק שדה 2,2.5,4,52.0,430000.0,30,1,2011
קבוץ גלויות 14,2.5,1,42.0,450000.0,30,1,2011
הרב קוק 19,3.0,4,54.0,620000.0,28,1,2011
המעפילים 60,3.0,4,56.0,750000.0,26,1,2011
שבי ציון 39,3.0,3,66.0,665000.0,14,1,2011
אבן גבירול 13,2.0,0,39.0,500000.0,13,1,2011
יוספטל 5,3.0,1,65.0,538000.0,12,1,2011
הרב מימון 21,2.0,2,42.0,139000.0,9,1,2011
המעפילים 28,2.0,2,39.0,480000.0,5,1,2011
קבוץ גלויות 27,3.0,1,72.0,635000.0,5,1,2011
המעפילים 15,3.0,4,54.0,515000.0,3,1,2011
אבן גבירול 2,2.0,2,49.0,585000.0,2,1,2011
קבוץ גלויות 8,3.0,2,58.0,580000.0,30,12,2010
הרב קוק 22,4.0,2,89.0,279000.0,13,12,2010
"רמב""ם 8",2.0,1,39.0,141000.0,7,12,2010
המעפילים 52,3.0,1,58.0,550000.0,1,12,2010
"רמב""ם 12",2.0,1,42.0,475000.0,1,12,2010
הרב קוק 22,2.0,0,44.0,470000.0,15,11,2010
אבן גבירול 1,3.0,4,60.0,550000.0,10,11,2010
בורוכוב 22,2.0,1,39.0,410000.0,7,11,2010
מקלנבורג 6,3.0,3,54.0,152000.0,31,10,2010
הרב מימון 19,2.0,2,42.0,420000.0,22,10,2010
הרב קוק 3,3.0,2,63.0,580000.0,19,10,2010
המעפילים 3,3.0,4,68.0,490000.0,13,10,2010
"רמב""ם 8",2.0,0,39.0,425000.0,10,10,2010
יוספטל 4,2.0,4,38.0,339000.0,6,10,2010
יוספטל 13,2.0,1,36.0,465000.0,26,9,2010
הרב קוק 5,3.0,1,63.0,530000.0,21,9,2010
יצחק שדה 2,2.0,2,52.0,482000.0,12,9,2010
קבוץ גלויות 8,3.0,3,58.0,505000.0,8,9,2010
שבי ציון 32,4.0,4,89.0,685000.0,5,9,2010
אגדיר 5,2.0,0,42.0,134000.0,2,9,2010
אבן גבירול 11,2.0,0,39.0,480000.0,31,8,2010
המעפילים 15,3.0,4,54.0,540000.0,31,8,2010
הרב מימון 17,2.0,3,42.0,430000.0,29,8,2010
המעפילים 1,3.0,2,63.0,500000.0,23,8,2010
יורדי הסירה 6,3.0,2,50.0,500000.0,15,8,2010
המעפילים 10,3.0,1,63.0,750000.0,13,8,2010
המעפילים 2,3.0,2,63.0,500000.0,12,8,2010
"רמב""ם 14",2.0,1,42.0,390000.0,10,8,2010
שבי ציון 39,4.0,1,80.0,740000.0,5,8,2010
הרב קוק 25,2.0,3,40.0,480000.0,4,8,2010
הרב קוק 39,3.5,8,54.0,680000.0,3,8,2010
שבי ציון 32,4.0,6,89.0,600000.0,2,8,2010
הרב קוק 22,5.0,3,89.0,800000.0,1,8,2010
המעפילים 36,2.0,0,39.0,123000.0,19,7,2010
הרב מימון 19,2.0,2,42.0,126000.0,18,7,2010
אבן גבירול 21,3.0,0,54.0,545000.0,14,7,2010
שבי ציון 43,3.0,4,68.0,700000.0,12,7,2010
המעפילים 10,3.0,2,63.0,575000.0,28,6,2010
הרב מימון 1,2.0,3,42.0,450000.0,24,6,2010
המעפילים 10,3.0,1,63.0,600000.0,24,6,2010
המעפילים 10,3.0,4,63.0,550000.0,23,6,2010
הרב קוק 47,3.0,3,54.0,552000.0,21,6,2010
הרב קוק 25,2.0,4,40.0,460000.0,18,6,2010
בורוכוב 20,3.0,2,59.0,600000.0,17,6,2010
המעפילים 36,2.0,3,39.0,330000.0,16,6,2010
סולד הנריטה 4,2.5,1,39.0,455000.0,10,6,2010
המעפילים 13,3.0,1,54.0,560000.0,8,6,2010
קבוץ גלויות 27,3.0,3,72.0,670000.0,7,6,2010
אבן גבירול 22,2.0,1,36.0,390000.0,3,6,2010
הרב קוק 39,3.0,3,54.0,570000.0,27,5,2010
הרב מימון 9,2.5,3,42.0,410000.0,23,5,2010
"רמב""ם 5",2.5,1,52.0,427000.0,12,5,2010
הרב קוק 19,3.0,5,54.0,420000.0,3,5,2010
שבי ציון 32,4.0,3,89.0,890000.0,3,5,2010
המעפילים 58,3.0,4,53.0,490000.0,2,5,2010
המעפילים 18,2.0,2,44.0,407000.0,28,4,2010
הרב מימון 11,2.0,2,42.0,430000.0,22,4,2010
קבוץ גלויות 8,3.0,4,58.0,400000.0,21,4,2010
קבוץ גלויות 8,3.0,4,58.0,480000.0,21,4,2010
יורדי הסירה 6,3.0,3,52.0,500000.0,18,4,2010
אבן גבירול 1,3.0,7,55.0,485000.0,15,4,2010
אבן גבירול 25,3.0,1,54.0,540000.0,15,4,2010
מקלנבורג 10,2.0,2,44.0,128000.0,8,4,2010
המעפילים 7,3.0,4,68.0,500000.0,1,4,2010
הרב קוק 5,3.0,1,63.0,548000.0,25,3,2010
סולד הנריטה 4,2.0,0,39.0,450000.0,24,3,2010
הרב קוק 14,2.5,2,44.0,470000.0,24,3,2010
קבוץ גלויות 8,3.0,1,58.0,650000.0,18,3,2010
הרב קוק 13,3.0,4,63.0,440000.0,15,3,2010
הרב קוק 22,2.0,1,53.0,450000.0,10,3,2010
הרב קוק 19,3.0,7,54.0,584000.0,10,3,2010
הרב הרצוג 18,2.0,1,39.0,410000.0,8,3,2010
קבוץ גלויות 37,2.0,2,39.0,450000.0,7,3,2010
יורדי הסירה 2,3.0,2,49.0,450000.0,5,3,2010
הרב מימון 21,2.0,2,42.0,365000.0,4,3,2010
הרב קוק 3,3.5,3,63.0,535000.0,4,3,2010
המעפילים 42,2.0,0,36.0,385000.0,3,3,2010
הרב קוק 47,3.0,1,54.0,555000.0,2,3,2010
קבוץ גלויות 27,3.0,3,72.0,670000.0,26,2,2010
הרב מימון 5,2.0,0,42.0,445000.0,22,2,2010
קבוץ גלויות 20,3.0,2,59.0,536000.0,17,2,2010
המעפילים 3,4.0,1,80.0,660000.0,16,2,2010
קבוץ גלויות 9,2.0,2,39.0,340000.0,15,2,2010
קבוץ גלויות 14,2.0,0,42.0,450000.0,14,2,2010
המעפילים 11,3.0,4,54.0,540000.0,11,2,2010
המעפילים 20,2.0,2,39.0,395000.0,9,2,2010
המעפילים 56,3.0,2,58.0,490000.0,7,2,2010
המעפילים 54,3.0,2,58.0,513000.0,7,2,2010
יוספטל 15,2.0,0,36.0,498000.0,3,2,2010
המעפילים 52,3.5,1,58.0,527000.0,27,1,2010
המעפילים 30,2.0,0,39.0,420000.0,24,1,2010
הרב קוק 29,3.0,6,54.0,580000.0,24,1,2010
בורוכוב 4,2.0,1,39.0,420000.0,18,1,2010
אבן גבירול 21,3.0,3,54.0,500000.0,18,1,2010
המעפילים 5,3.0,2,68.0,530000.0,18,1,2010
יוספטל 9,2.5,3,49.0,410000.0,12,1,2010
הרב הרצוג 3,2.0,3,39.0,375000.0,10,1,2010
הרב קוק 21,2.0,1,40.0,450000.0,4,1,2010
בורוכוב 12,2.0,1,39.0,400000.0,3,1,2010
קבוץ גלויות 14,2.0,0,42.0,420000.0,20,12,2009
אגדיר 5,2.5,0,42.0,460000.0,9,12,2009
קבוץ גלויות 37,2.0,1,39.0,113000.0,7,12,2009
הרב הרצוג 18,2.5,2,39.0,360000.0,7,12,2009
המעפילים 56,3.0,1,58.0,590000.0,22,11,2009
הלביאה 6,4.0,0,90.0,900000.0,22,11,2009
הרב מימון 13,2.0,3,42.0,405000.0,17,11,2009
"רמב""ם 2",3.0,3,65.0,545000.0,17,11,2009
אגדיר 5,2.0,1,42.0,428000.0,15,11,2009
הרב קוק 31,3.0,1,50.0,185000.0,10,11,2009
המעפילים 54,3.5,2,58.0,450000.0,8,11,2009
המעפילים 36,4.0,4,78.0,650000.0,1,11,2009
הרב הרצוג 15,2.0,3,42.0,405000.0,29,10,2009
המעפילים 10,3.0,3,63.0,548000.0,28,10,2009
המעפילים 40,2.0,3,42.0,405000.0,22,10,2009
המעפילים 3,4.0,2,80.0,650000.0,22,10,2009
אבן גבירול 22,2.0,1,36.0,380000.0,21,10,2009
יורדי הסירה 2,3.0,1,33.0,677000.0,19,10,2009
המעפילים 36,2.0,0,39.0,110000.0,15,10,2009
המעפילים 34,2.0,2,39.0,415000.0,5,10,2009
המעפילים 54,3.0,0,88.0,545000.0,1,10,2009
המעפילים 44,2.0,3,42.0,360000.0,30,9,2009
המעפילים 60,4.0,2,80.0,655000.0,24,9,2009
המעפילים 6,3.0,1,63.0,410000.0,16,9,2009
אבן גבירול 15,3.0,1,54.0,420000.0,16,9,2009
קבוץ גלויות 13,2.5,1,39.0,415000.0,14,9,2009
אבן גבירול 16,2.0,0,36.0,395000.0,10,9,2009
אבן גבירול 21,3.0,3,54.0,335000.0,10,9,2009
קבוץ גלויות 27,3.0,3,72.0,650000.0,3,9,2009
הרב הרצוג 3,2.0,0,39.0,425000.0,2,9,2009
קבוץ גלויות 6,2.5,3,43.0,410000.0,23,8,2009
קבוץ גלויות 4,3.0,2,61.0,540000.0,18,8,2009
יוספטל 9,3.0,2,67.0,670000.0,17,8,2009
אגדיר 5,2.0,0,42.0,352000.0,11,8,2009
אגדיר 5,2.0,2,42.0,410000.0,9,8,2009
המעפילים 26,3.0,2,64.0,420000.0,7,8,2009
המעפילים 3,4.5,4,80.0,407000.0,5,8,2009
"רמב""ם 7",2.0,2,52.0,375000.0,4,8,2009
"רמב""ם 2",3.0,1,66.0,350000.0,3,8,2009
המעפילים 58,3.0,2,58.0,405000.0,3,8,2009
אבן גבירול 27,2.5,0,39.0,365000.0,2,8,2009
המעפילים 8,3.0,1,63.0,447000.0,27,7,2009
המעפילים 6,3.0,2,63.0,450000.0,22,7,2009
הרב קוק 13,3.0,4,63.0,400000.0,22,7,2009
קבוץ גלויות 18,2.5,2,42.0,400000.0,22,7,2009
הרב קוק 22,2.0,0,44.0,360000.0,16,7,2009
המעפילים 44,2.0,1,42.0,350000.0,8,7,2009
יוספטל 9,2.0,2,49.0,461000.0,8,7,2009
הרב קוק 15,4.0,1,64.0,525000.0,8,7,2009
הרב הרצוג 3,2.5,0,39.0,350000.0,6,7,2009
שבי ציון 32,4.0,2,89.0,518000.0,2,7,2009
קבוץ גלויות 8,3.5,1,56.0,490000.0,1,7,2009
אבן גבירול 2,2.5,0,49.0,382000.0,30,6,2009
קבוץ גלויות 4,2.0,1,42.0,375000.0,28,6,2009
הרב מימון 25,2.0,0,36.0,400000.0,26,6,2009
בורוכוב 26,2.0,3,39.0,360000.0,24,6,2009
המעפילים 20,2.0,3,39.0,320000.0,18,6,2009
אבן גבירול 12,2.0,0,36.0,360000.0,9,6,2009
המעפילים 5,3.0,1,68.0,590000.0,8,6,2009
אבן גבירול 7,2.5,2,39.0,350000.0,3,6,2009
הרב קוק 19,3.0,8,54.0,475000.0,31,5,2009
שבי ציון 43,3.0,3,74.0,600000.0,31,5,2009
קבוץ גלויות 6,2.0,1,42.0,400000.0,27,5,2009
הרב הרצוג 18,2.0,0,39.0,375000.0,26,5,2009
הרב קוק 41,3.0,3,50.0,450000.0,25,5,2009
המעפילים 56,3.0,2,58.0,495000.0,24,5,2009
הרב קוק 13,3.0,2,63.0,430000.0,21,5,2009
הרב קוק 15,4.0,1,64.0,464000.0,20,5,2009
"רמב""ם 7",2.0,4,52.0,350000.0,20,5,2009
המעפילים 30,2.0,2,39.0,370000.0,19,5,2009
מקלנבורג 10,2.0,1,44.0,118000.0,17,5,2009
בורוכוב 8,5.0,1,110.0,650000.0,17,5,2009
יוספטל 10,3.0,3,68.0,360000.0,13,5,2009
סולד הנריטה 4,2.0,2,39.0,260000.0,12,5,2009
קבוץ גלויות 33,4.0,3,71.0,425000.0,7,5,2009
שבי ציון 41,3.0,5,68.0,580000.0,26,4,2009
"רמב""ם 2",3.0,1,65.0,480000.0,20,4,2009
קבוץ גלויות 13,2.0,0,39.0,340000.0,3,4,2009
המעפילים 40,2.0,1,42.0,320000.0,31,3,2009
המעפילים 13,3.0,3,54.0,405000.0,26,3,2009
הרב הרצוג 3,2.0,2,39.0,318000.0,11,3,2009
קבוץ גלויות 11,2.0,1,39.0,358000.0,8,3,2009
הרב הרצוג 15,2.0,1,42.0,350000.0,26,2,2009
המעפילים 58,2.5,1,33.0,350000.0,22,2,2009
אבן גבירול 27,2.0,1,39.0,400000.0,19,2,2009
המעפילים 56,3.0,3,58.0,375000.0,18,2,2009
המעפילים 18,2.0,0,44.0,418000.0,8,2,2009
הרב קוק 31,3.0,3,50.0,470000.0,6,2,2009
הרב הרצוג 3,2.5,3,39.0,290000.0,4,2,2009
הרב מימון 3,2.0,1,42.0,114000.0,3,2,2009
הרב קוק 19,3.0,3,54.0,440000.0,2,2,2009
המעפילים 1,3.0,2,63.0,148000.0,29,1,2009
קבוץ גלויות 31,2.0,1,39.0,250000.0,22,1,2009
"רמב""ם 5",2.0,4,52.0,300000.0,21,1,2009
המעפילים 28,2.5,1,39.0,280000.0,18,1,2009
אבן גבירול 20,2.0,0,36.0,340000.0,15,1,2009
המעפילים 11,3.0,3,54.0,441000.0,8,1,2009
יוספטל 21,2.0,0,36.0,350000.0,7,1,2009
הרב הרצוג 12,2.0,0,36.0,578000.0,7,1,2009
המעפילים 54,3.0,1,58.0,495000.0,5,1,2009
הרב קוק 35,3.0,2,50.0,435000.0,1,1,2009
יורדי הסירה 8,3.0,4,64.0,370000.0,21,12,2008
ילין דוד 4,2.0,1,36.0,350000.0,18,12,2008
בורוכוב 22,2.0,2,39.0,280000.0,16,12,2008
הרב מימון 15,2.0,0,39.0,300000.0,15,12,2008
קבוץ גלויות 19,3.0,2,63.0,197000.0,10,12,2008
הרב מימון 1,2.0,1,42.0,114000.0,9,12,2008
קבוץ גלויות 20,3.0,2,59.0,405000.0,8,12,2008
הרב קוק 47,3.0,7,54.0,520000.0,4,12,2008
הרב הרצוג 18,4.0,0,79.0,400000.0,3,12,2008
הרב מימון 11,2.0,2,42.0,123250.0,1,12,2008
יוספטל 5,2.0,1,49.0,353000.0,26,11,2008
אבן גבירול 2,2.0,3,49.0,370000.0,26,11,2008
"רמב""ם 11",2.0,2,39.0,310000.0,20,11,2008
קבוץ גלויות 4,3.0,4,60.0,430000.0,13,11,2008
שבי ציון 32,3.0,5,69.0,510000.0,11,11,2008
הרב הרצוג 3,2.0,2,39.0,300000.0,9,11,2008
מקלנבורג 4,3.0,2,54.0,402000.0,9,11,2008
יוספטל 15,4.0,1,63.0,600000.0,15,10,2008
הרב קוק 19,3.0,7,54.0,480000.0,12,10,2008
הרב הרצוג 3,2.0,1,39.0,378000.0,6,10,2008
דוכיפת 1,4.5,0,92.0,890000.0,28,9,2008
המעפילים 7,4.0,4,80.0,400000.0,23,9,2008
"רמב""ם 5",2.0,1,52.0,440000.0,17,9,2008
יורדי הסירה 8,3.0,1,59.0,585000.0,15,9,2008
המעפילים 52,3.0,0,53.0,479000.0,10,9,2008
הרב קוק 17,3.0,1,56.0,400000.0,10,9,2008
יורדי הסירה 8,3.0,3,59.0,464000.0,5,9,2008
הרב מימון 5,4.0,2,85.0,500000.0,26,8,2008
קבוץ גלויות 8,3.0,4,58.0,420000.0,20,8,2008
הרב קוק 19,3.0,8,54.0,540000.0,18,8,2008
המעפילים 22,2.0,2,39.0,280000.0,15,8,2008
המעפילים 1,3.0,2,63.0,380000.0,13,8,2008
שבי ציון 41,3.0,2,68.0,525000.0,12,8,2008
"רמב""ם 8",2.0,0,39.0,285000.0,11,8,2008
המעפילים 36,2.0,1,39.0,335000.0,6,8,2008
הרב קוק 25,2.0,1,40.0,300000.0,4,8,2008
קבוץ גלויות 13,2.5,2,39.0,318000.0,31,7,2008
המעפילים 54,3.0,0,53.0,460000.0,22,7,2008
המעפילים 6,3.0,2,63.0,485000.0,22,7,2008
"רמב""ם 7",2.0,3,52.0,300000.0,21,7,2008
המעפילים 8,3.0,4,63.0,385000.0,21,7,2008
יורדי הסירה 4,3.0,1,64.0,448000.0,18,7,2008
הרב הרצוג 19,2.0,3,42.0,320000.0,17,7,2008
יוספטל 8,3.0,3,68.0,430000.0,13,7,2008
"רמב""ם 2",3.0,0,63.0,500000.0,13,7,2008
שבי ציון 41,3.0,1,68.0,518000.0,11,7,2008
הרב קוק 39,3.0,7,54.0,470000.0,8,7,2008
המעפילים 32,2.0,2,39.0,332000.0,30,6,2008
יורדי הסירה 12,4.0,2,87.0,550000.0,26,6,2008
אבן גבירול 20,2.0,1,36.0,305000.0,5,6,2008
"רמב""ם 7",2.0,3,52.0,233000.0,2,6,2008
קבוץ גלויות 31,3.5,2,64.0,325000.0,25,5,2008
הרב מימון 11,2.0,0,49.0,110000.0,22,5,2008
המעפילים 32,2.0,1,39.0,280000.0,22,5,2008
יוספטל 5,2.0,3,49.0,330000.0,21,5,2008
יורדי הסירה 6,3.0,2,50.0,400000.0,20,5,2008
הרב קוק 15,4.0,2,64.0,510000.0,20,5,2008
יוספטל 15,2.0,0,36.0,343000.0,18,5,2008
המעפילים 32,2.0,3,39.0,303000.0,18,5,2008
המעפילים 34,2.0,0,39.0,340000.0,15,5,2008
הרב קוק 13,3.0,1,63.0,390000.0,5,5,2008
הרב קוק 17,3.0,0,56.0,300000.0,29,4,2008
הרב קוק 13,3.0,3,63.0,288000.0,28,4,2008
קבוץ גלויות 18,2.0,0,42.0,339000.0,16,4,2008
קבוץ גלויות 31,2.5,2,39.0,290000.0,14,4,2008
יורדי הסירה 4,3.0,2,64.0,393000.0,9,4,2008
הרב קוק 39,3.0,2,54.0,456000.0,7,4,2008
הרב קוק 14,2.0,0,44.0,350000.0,3,4,2008
קבוץ גלויות 27,2.0,2,51.0,260000.0,1,4,2008
הרב קוק 22,4.0,3,106.0,193000.0,30,3,2008
הרב קוק 5,3.0,2,63.0,360000.0,25,3,2008
אבן גבירול 11,2.0,0,39.0,307000.0,20,3,2008
המעפילים 52,3.0,3,58.0,385000.0,16,3,2008
המעפילים 32,2.0,0,39.0,170000.0,12,3,2008
המעפילים 18,2.5,2,44.0,315000.0,6,3,2008
מקלנבורג 10,2.0,2,44.0,233000.0,25,2,2008
הרב הרצוג 12,3.0,0,36.0,524000.0,18,2,2008
סולד הנריטה 4,2.0,0,39.0,322000.0,14,2,2008
המעפילים 8,3.0,4,63.0,360000.0,6,2,2008
הרב הרצוג 15,2.0,2,42.0,305000.0,4,2,2008
בורוכוב 8,3.0,1,62.0,585000.0,3,2,2008
המעפילים 8,3.0,3,63.0,331000.0,30,1,2008
קבוץ גלויות 39,3.0,3,81.0,400000.0,29,1,2008
המעפילים 5,4.0,3,80.0,455000.0,27,1,2008
בורוכוב 20,2.0,2,39.0,120000.0,18,1,2008
קבוץ גלויות 33,4.0,2,71.0,374000.0,17,1,2008
המעפילים 6,3.0,4,63.0,370000.0,14,1,2008
יוספטל 21,2.0,1,36.0,323000.0,11,1,2008
קבוץ גלויות 12,2.0,1,42.0,297000.0,7,1,2008
יוספטל 5,3.0,2,65.0,50443.0,6,1,2008
המעפילים 34,2.0,1,39.0,306000.0,3,1,2008
קבוץ גלויות 11,2.0,1,39.0,261000.0,1,1,2008
יוספטל 17,4.0,0,74.0,154000.0,25,12,2007
קבוץ גלויות 14,4.0,0,67.0,421000.0,17,12,2007
יוספטל 9,5.0,0,86.0,450000.0,10,12,2007
יוספטל 4,2.0,2,38.0,120000.0,9,12,2007
יוספטל 10,3.0,2,68.0,370000.0,5,12,2007
"רמב""ם 16",2.0,3,42.0,231000.0,29,11,2007
המעפילים 3,3.0,4,68.0,360000.0,26,11,2007
מקלנבורג 6,3.0,3,54.0,254000.0,25,11,2007
יורדי הסירה 2,3.0,1,33.0,285000.0,23,11,2007
קבוץ גלויות 4,2.0,1,42.0,354000.0,22,11,2007
הרב מימון 7,2.0,2,39.0,100000.0,18,11,2007
הרב קוק 17,3.0,3,56.0,314000.0,14,11,2007
יוספטל 4,2.0,1,38.0,235000.0,11,11,2007
קבוץ גלויות 12,2.0,1,42.0,286000.0,7,11,2007
יצחק שדה 3,2.0,1,36.0,571000.0,6,11,2007
הרב קוק 39,3.0,5,54.0,410000.0,5,11,2007
המעפילים 52,3.0,2,58.0,445000.0,1,11,2007
המעפילים 3,3.0,4,68.0,308000.0,29,10,2007
הרב מימון 19,2.0,1,42.0,251000.0,28,10,2007
הרב קוק 47,3.0,5,54.0,479000.0,25,10,2007
שבי ציון 39,3.0,5,66.0,455000.0,15,10,2007
הרב מימון 11,4.0,3,85.0,475000.0,14,10,2007
הרב קוק 47,3.0,4,54.0,181575.0,24,9,2007
המעפילים 36,2.0,0,39.0,300000.0,19,9,2007
"רמב""ם 2",3.0,3,65.0,311000.0,18,9,2007
אבן גבירול 23,3.0,0,54.0,334000.0,7,9,2007
סטרומה 7,3.0,1,68.0,359000.0,3,9,2007
קבוץ גלויות 39,3.0,2,81.0,371000.0,2,9,2007
קבוץ גלויות 33,4.0,1,71.0,423000.0,19,8,2007
המעפילים 58,3.0,1,33.0,394000.0,19,8,2007
